"","observed_species","richness","chao1","ace","shannon","simpson","pielou","goods_covers","name","group"
"Sample133",63,63,68.5,72.0271351957096,3.19071398374242,0.936411108975294,0.770120740563359,0.991385498923187,"Sample133","HC"
"Sample136",68,68,83,79.1394607497474,2.98857942572931,0.913854473887229,0.708276802543386,0.98851399856425,"Sample136","HC"
"Sample138",34,34,43,43.7387952956135,2.33833979135105,0.855608160791652,0.663102871934959,0.993539124192391,"Sample138","HC"
"Sample142",73,73,80.5833333333333,82.5401930149601,3.25656076939585,0.924330399819836,0.75902378616221,0.989949748743719,"Sample142","HC"
"Sample143",76,76,97,103.34128099633,3.16334765837605,0.920807503830299,0.730441569548797,0.984206748025844,"Sample143","HC"
"Sample144",78,78,95.7692307692308,98.7584787047607,3.15414548328351,0.920706496279985,0.723974359718724,0.984206748025844,"Sample144","HC"
"Sample145",59,59,79,71.8204839331687,2.81809829757942,0.901375918666247,0.691127509274341,0.98851399856425,"Sample145","HC"
"Sample146",64,64,72.2727272727273,73.3250936591856,2.83625426763174,0.902294262822677,0.681974994435412,0.989949748743719,"Sample146","HC"
"Sample149",29,29,59.3333333333333,93.3905723905724,1.91788099618987,0.783107414830279,0.569561182926292,0.989949748743719,"Sample149","HC"
"Sample151",82,82,101.25,106.191166571535,3.48821321782926,0.953196914734682,0.791566928161985,0.984206748025844,"Sample151","HC"
"Sample153",71,71,91,83.7142804796844,3.34096300881067,0.946653068439315,0.783770563397223,0.98851399856425,"Sample153","HC"
"Sample154",76,76,106,94.745125,3.16699977859594,0.920359153989618,0.731284872503038,0.984924623115578,"Sample154","HC"
"Sample157",86,86,95.0666666666667,98.7040743139644,3.43365401552496,0.946861267675677,0.77085458029125,0.987796123474515,"Sample157","HC"
"Sample158",72,72,85,81.2877715643094,3.3516502931234,0.943431133722144,0.783706326341539,0.989949748743719,"Sample158","HC"
"Sample159",72,72,78.5,83.6695424836601,3.21012551007724,0.931945132286394,0.750614011181168,0.989949748743719,"Sample159","HC"
"Sample161",73,73,80.8,82.3149827241225,3.30300292435281,0.935230969739478,0.769848304047531,0.990667623833453,"Sample161","HC"
"Sample162",51,51,56.1428571428571,56.6878429193075,2.83940287930147,0.911786911173651,0.722158901368694,0.993539124192391,"Sample162","HC"
"Sample164",42,42,49.2,49.6857934309458,2.7416782249039,0.899127985327107,0.733526101796845,0.993539124192391,"Sample164","HC"
"Sample165",50,50,68.3333333333333,55.7529153395399,2.61428827479833,0.873256653485868,0.668270168956282,0.992103374012922,"Sample165","HC"
"Sample166",68,68,87,90.4410810121352,2.98982879168253,0.909835816349721,0.7085728953676,0.985642498205312,"Sample166","HC"
"Sample168",62,62,68.1111111111111,70.1961807979006,3.15551710498774,0.934405387619051,0.764578230459841,0.992103374012922,"Sample168","HC"
"Sample169",68,68,98,106.85953441909,2.88391104631032,0.897875697841067,0.683470975244956,0.98205312275664,"Sample169","HC"
"Sample170",53,53,66.2,62.1434530016386,2.34860496870248,0.77782719360313,0.59154465712856,0.991385498923187,"Sample170","HC"
"Sample173",43,43,54,53.4403292970774,2.05683108686143,0.742275627960333,0.546854999360266,0.991385498923187,"Sample173","HC"
"Sample174",66,66,81.5454545454545,87.6161746074404,2.85865832492718,0.898644592050603,0.682313579744884,0.986360373295047,"Sample174","HC"
"Sample175",54,54,66,68.025268511755,2.51101172006704,0.875465420632029,0.629486528588597,0.98851399856425,"Sample175","HC"
"Sample176",64,64,86.6666666666667,78.6284552680121,2.85051866551129,0.891121590930759,0.685404857115761,0.987796123474515,"Sample176","HC"
"Sample177",82,82,101,101.479601244444,3.47762379135081,0.948215593401321,0.789163909979007,0.985642498205312,"Sample177","HC"
"Sample179",73,73,90,85.8467121100311,3.28816872034319,0.944884405619524,0.766390817917409,0.987078248384781,"Sample179","HC"
"Sample180",68,68,75.8,78.147893479401,3.10853116028466,0.918563693248315,0.736704700520252,0.990667623833453,"Sample180","HC"
"Sample182",68,68,83,80.9108992,3.33463049355768,0.946699449457316,0.790288992591971,0.98851399856425,"Sample182","HC"
"Sample184",70,70,103.333333333333,109.444838378157,2.93600314534772,0.903511506872894,0.69106894984575,0.98205312275664,"Sample184","HC"
"Sample187",74,74,132,119.745551630871,3.18735036072424,0.937176911116963,0.740544181303589,0.979181622397703,"Sample187","HC"
"Sample188",81,81,115.5,109.381862286504,3.42797421175126,0.947471435734719,0.780069148850302,0.982770997846375,"Sample188","HC"
"Sample191",71,71,81.9090909090909,85.5363080585316,3.14274738404861,0.916697114946077,0.737270326344553,0.98851399856425,"Sample191","HC"
"Sample192",72,72,87,85.6270799668956,3.20242031537938,0.917922604510605,0.748812328636065,0.98851399856425,"Sample192","HC"
"Sample193",62,62,75.125,76.9192215409224,3.09105921030152,0.922058760627051,0.748960155380971,0.989231873653984,"Sample193","HC"
"Sample194",57,57,83.25,69.0097502736046,2.71613664880034,0.878922352507074,0.671803662350069,0.989231873653984,"Sample194","HC"
"Sample195",56,56,77.375,87.4247504858138,2.61681248373556,0.87282479467381,0.650082945487342,0.986360373295047,"Sample195","HC"
"Sample196",72,72,89.2727272727273,92.1568110493884,2.92744891336291,0.904916336373695,0.684516591170421,0.985642498205312,"Sample196","HC"
"Sample198",61,61,68.5833333333333,74.413080727525,2.87634228368689,0.900913139175521,0.699691204041677,0.989949748743719,"Sample198","HC"
"Sample199",71,71,79.6666666666667,79.9447529938855,3.3438764682451,0.942632349523229,0.784454044099144,0.990667623833453,"Sample199","HC"
"Sample200",59,59,65,71.4817867631992,2.93775051601392,0.913827675965717,0.72047174463221,0.991385498923187,"Sample200","HC"
"Sample202",62,62,68.1111111111111,70.5301358234295,3.19483636530464,0.941298637583363,0.774105242824492,0.992103374012922,"Sample202","HC"
"Sample203",67,67,127,113.87128871053,3.11319842069481,0.932222387705114,0.740410465758551,0.98205312275664,"Sample203","HC"
"Sample204",62,62,71.75,70.8774466378348,2.74911349751818,0.8677177292472,0.666107095392811,0.990667623833453,"Sample204","HC"
"Sample205",53,53,66.3333333333333,71.9756726318179,2.37489202902635,0.819159895467492,0.598165596066106,0.98851399856425,"Sample205","HC"
"Sample206",84,84,107.1,105.005550764457,3.38474629329413,0.943338371686141,0.763910233024696,0.984206748025844,"Sample206","HC"
"Sample208",62,62,73.6666666666667,75.0235195850002,2.70182071918589,0.88117440860337,0.654648108618923,0.989231873653984,"Sample208","HC"
"Sample209",50,50,56.1111111111111,59.5937342067936,2.27978286390334,0.791877549989719,0.582763153677781,0.992103374012922,"Sample209","HC"
"Sample210",58,58,75,76.2935827586207,2.60323935097608,0.87101696566104,0.641122001765459,0.987796123474515,"Sample210","HC"
"Sample211",80,80,91.6666666666667,91.2001850608183,3.5765662568319,0.958911056152468,0.816189985823323,0.989231873653984,"Sample211","HC"
"Sample212",72,72,127.2,95.5029982404731,2.99768268750322,0.909943008035769,0.700939143734912,0.982770997846375,"Sample212","HC"
"Sample213",69,69,100.625,98.7848737446598,2.99362462471326,0.90469164610871,0.707026292669511,0.983488872936109,"Sample213","HC"
"Sample214",70,70,82.3636363636364,87.1861235733963,3.10553685535799,0.923485234602919,0.730973363138324,0.987796123474515,"Sample214","HC"
"Sample215",64,64,102.25,79.2819991197614,3.07041633625732,0.934939284670713,0.738279070297148,0.987078248384781,"Sample215","HC"
"Sample216",68,68,85,82.6912458210641,2.96953519984236,0.918080299971811,0.703763426287765,0.987078248384781,"Sample216","HC"
"Sample217",70,70,89.25,91.935699592942,2.82441337007989,0.880997130045675,0.664803232477547,0.984206748025844,"Sample217","HC"
"Sample218",75,75,92.1,96.4669187661178,3.39936216001981,0.947638407399525,0.787347196014747,0.986360373295047,"Sample218","HC"
"Sample219",55,55,62.5,61.6708928190923,3.02218223533606,0.919328464700696,0.754162954673494,0.992821249102656,"Sample219","HC"
"Sample221",61,61,80,87.221410724582,2.72590140374084,0.886496888091364,0.66309536458838,0.985642498205312,"Sample221","HC"
"Sample222",60,60,74.6153846153846,84.6660482374768,2.62264723161547,0.868784492661235,0.640553620184837,0.985642498205312,"Sample222","HC"
"Sample226",68,68,85,82.3120381399838,2.96155900286024,0.90482563571627,0.70187311169672,0.987796123474515,"Sample226","HC"
"Sample228",74,74,84.5,85.2109395706335,3.11744328798891,0.887216309215032,0.724302077334086,0.989231873653984,"Sample228","HC"
"Sample230",56,56,61,62.507579271378,2.71062122797749,0.885078659629807,0.673387429529778,0.992821249102656,"Sample230","HC"
"Sample232",56,56,86.6,77.4349007772508,2.58609398529838,0.831377686298377,0.642451687203033,0.987078248384781,"Sample232","HC"
"Sample234",63,63,83,78.2134453031773,3.08992164670971,0.922899803086811,0.745793185779619,0.98851399856425,"Sample234","HC"
"Sample235",74,74,85.6666666666667,87.7618069936924,3.44431605711601,0.94854129121662,0.800247204103478,0.989231873653984,"Sample235","HC"
"Sample236",66,66,73,77.1945483370971,3.04198529004717,0.921203288517245,0.726070637643005,0.989949748743719,"Sample236","HC"
"Sample239",65,65,76.3333333333333,83.1109403246759,2.88542107111618,0.906415989289077,0.691220264091193,0.987796123474515,"Sample239","HC"
"Sample240",80,80,94.25,96.1739183241884,3.22687993123914,0.929399329742755,0.736389848867107,0.986360373295047,"Sample240","HC"
"Sample241",72,72,79,85.7752993520261,3.44639960493637,0.952060064449001,0.80586127348405,0.989949748743719,"Sample241","HC"
"Sample242",62,62,68,66.0699728626227,2.91294233949422,0.903097169778747,0.705802638762971,0.993539124192391,"Sample242","HC"
"Sample243",54,54,63.75,66.8508024569051,2.93601689717402,0.918279223004573,0.736031245776183,0.990667623833453,"Sample243","HC"
"Sample244",63,63,82.0909090909091,88.277368355125,2.74015103881135,0.894159032265213,0.661371454168927,0.984924623115578,"Sample244","HC"
"Sample246",49,49,51.625,53.376194597145,2.76973050846498,0.896928494384547,0.711679958555541,0.994974874371859,"Sample246","HC"
"Sample247",73,73,94.375,92.6634883858102,3.26434698477334,0.936618277522367,0.7608385604269,0.986360373295047,"Sample247","HC"
"Sample248",43,43,48.1428571428571,49.9432315340909,2.41399663428338,0.853187071651973,0.641815526967313,0.993539124192391,"Sample248","HC"
"Sample250",67,67,76.1,74.7324070618048,2.90614165722895,0.907863077050724,0.691166256440856,0.989949748743719,"Sample250","HC"
"Sample252",71,71,117.428571428571,106.725619803847,2.94337204263615,0.911214878618299,0.690498026485421,0.981335247666906,"Sample252","HC"
"Sample253",76,76,89.3333333333333,86.9979383762694,3.17047957686463,0.921573305971968,0.732088384978931,0.98851399856425,"Sample253","HC"
"Sample254",68,68,73,74.3023855459476,3.28127361219244,0.935961728445324,0.777643706673949,0.992821249102656,"Sample254","HC"
"Sample255",50,50,57.3333333333333,62.7173252279635,2.63792696087607,0.891295777420587,0.674312742337098,0.991385498923187,"Sample255","HC"
"Sample257",65,65,73.2727272727273,76.4525047080979,2.66731746503772,0.817908638670741,0.63897221138862,0.989949748743719,"Sample257","HC"
"Sample258",68,68,98.6666666666667,96.0545454545454,2.80271755340222,0.903211576289817,0.664228566276607,0.982770997846375,"Sample258","HC"
"Sample261",59,59,74.1666666666667,72.6514117811487,3.00037251486993,0.921616594922103,0.735829543234308,0.989949748743719,"Sample261","HC"
"Sample263",77,77,87.4615384615385,91.883642043774,3.44379547407248,0.95073150595558,0.792806108843354,0.987796123474515,"Sample263","HC"
"Sample265",73,73,80.3333333333333,80.6381998683344,3.32072809951485,0.940534896820272,0.773979604064505,0.991385498923187,"Sample265","HC"
"Sample266",46,46,55.4285714285714,58.9640365002684,2.4247299822688,0.827432207700383,0.633313421437774,0.991385498923187,"Sample266","HC"
"Sample269",64,64,70.6,71.9838269240722,2.93395197988266,0.900380272813148,0.705466328597177,0.991385498923187,"Sample269","HC"
"Sample270",70,70,91.375,91.0373943236715,3.2200389387943,0.941697514338176,0.75792457219301,0.986360373295047,"Sample270","HC"
"Sample272",73,73,94.375,90.1980191621023,3.19080417606053,0.924382964973571,0.743697550303954,0.986360373295047,"Sample272","HC"
"Sample273",54,54,67,64.9246369782793,2.90503456005368,0.904008299110154,0.728264271338913,0.990667623833453,"Sample273","HC"
"Sample274",64,64,81,83.1360302457467,2.88940432270191,0.897354169060872,0.69475488124753,0.987078248384781,"Sample274","HC"
"Sample275",76,76,89.9090909090909,90.1400858889672,3.11773555655343,0.921420763957208,0.719909380600954,0.987078248384781,"Sample275","HC"
"Sample277",81,81,91.9285714285714,96.4622159466076,3.39659658931151,0.944580352279292,0.772928863154566,0.987078248384781,"Sample277","HC"
"Sample278",63,63,73.5,75.6850305671912,2.76678000289204,0.877215531044619,0.667798704509368,0.989231873653984,"Sample278","HC"
"Sample279",72,72,77.5,79.0846253229974,3.16253960041387,0.919244978868293,0.739487140778126,0.992103374012922,"Sample279","HC"
"Sample282",65,65,115.6,93.9163755262922,2.84432367800678,0.903354842100978,0.681375132230578,0.983488872936109,"Sample282","HC"
"Sample283",53,53,68.1666666666667,65.9516728948924,2.645735704666,0.869416305195344,0.666383168359761,0.989949748743719,"Sample283","HC"
"Sample284",62,62,72.5,74.8719651013023,2.88696417176896,0.899671158582369,0.69950815806484,0.989231873653984,"Sample284","HC"
"Sample286",68,68,78.9285714285714,83.0601213540085,2.8479330891156,0.901667603735012,0.674944398281822,0.987078248384781,"Sample286","HC"
"Sample287",71,71,83,83.3273190087594,3.0735144508927,0.906493290985746,0.721028681381065,0.98851399856425,"Sample287","HC"
"Sample288",69,69,88.125,85.2143572817823,3.06240308900945,0.916963032782619,0.723270207228938,0.987078248384781,"Sample288","HC"
"Sample289",66,66,78,82.9648047872892,3.04292973952938,0.918897636577926,0.726296061822411,0.98851399856425,"Sample289","HC"
"Sample290",76,76,95.125,94.0972252155172,3.43732124471787,0.949521476730386,0.793704200797227,0.987078248384781,"Sample290","HC"
"Sample293",59,59,69.1111111111111,70.6995,2.78078850943672,0.895956554385093,0.681977430665383,0.989949748743719,"Sample293","HC"
"Sample295",66,66,69.2142857142857,72.3383115940526,3.05454382014256,0.91659816877434,0.729068147191804,0.992821249102656,"Sample295","HC"
"Sample296",52,52,54.1,56.8615987460815,2.95689927914565,0.91442753713187,0.748346467528769,0.994974874371859,"Sample296","HC"
"Sample298",72,72,142.2,108.600517241379,3.22839506924951,0.943497097836635,0.754885927356955,0.980617372577172,"Sample298","HC"
"Sample301",69,69,75,78.5678701731582,3.15592259098382,0.93026510874545,0.745357394188648,0.990667623833453,"Sample301","HC"
"Sample302",86,86,105.25,106.96195110881,3.24945896974394,0.916027166908277,0.729502832542271,0.984206748025844,"Sample302","HC"
"Sample303",55,55,73.2,64.8171160743903,2.66076236203972,0.881437234372045,0.663973330654152,0.989949748743719,"Sample303","HC"
"Sample304",62,62,69.8571428571429,68.8983598911521,3.10119501027234,0.926526798694529,0.751416048265764,0.992103374012922,"Sample304","HC"
"Sample305",66,66,112.2,95.7959288671737,2.92672720389136,0.902059265664802,0.698560474335357,0.984206748025844,"Sample305","HC"
"Sample306",68,68,85.1428571428571,81.6373165618449,3.02946553383373,0.90708284525901,0.717966584139058,0.98851399856425,"Sample306","HC"
"Sample307",66,66,85.4285714285714,81.6572048192771,2.95157675615435,0.908896858407513,0.704491643797538,0.987796123474515,"Sample307","HC"
"Sample309",64,64,88.4285714285714,82.6644896800185,2.90823471244953,0.909931670453591,0.699282632898679,0.986360373295047,"Sample309","HC"
"Sample310",56,56,78.6666666666667,70.4973362068965,2.64256389909821,0.882465862282389,0.656480253683276,0.987796123474515,"Sample310","HC"
"Sample311",65,65,70.5,73.0731227517986,3.04924916680686,0.919416073290254,0.730466286345084,0.991385498923187,"Sample311","HC"
"Sample312",59,59,66.0909090909091,70.1636520241171,3.07295161487194,0.933592173770091,0.753629281679502,0.990667623833453,"Sample312","HC"
"Sample321",55,55,62.8571428571429,63.0020818875781,2.73179037816184,0.879695369473766,0.681697840406392,0.992103374012922,"Sample321","HC"
"Sample324",54,54,65,64.2348789334379,2.7369878962773,0.868392830731444,0.686136586240468,0.991385498923187,"Sample324","HC"
"Sample325",48,48,55.8571428571429,58.2526899988674,2.39437898012559,0.796361048396531,0.618510631036452,0.992103374012922,"Sample325","HC"
"Sample326",69,69,86,88.8617832359386,3.13005018717486,0.912067258660238,0.739246918748112,0.987078248384781,"Sample326","HC"
"Sample327",39,39,46,42.5051960730752,2.08236794357131,0.740939854641889,0.568399864588391,0.994974874371859,"Sample327","HC"
